Classifier,Method,Unigrams,Negation,Class,Recall,Precision
NaiveBayesClassifier,1step,ngram1,negtnFalse,Neu,0.795518207,0.850299401
NaiveBayesClassifier,1step,ngram1,negtnFalse,Neu,0.837016575,0.880813953
NaiveBayesClassifier,1step,ngram1,negtnFalse,Neu,0.811414392,0.895890411
NaiveBayesClassifier,1step,ngram1,negtnFalse,Neu,0.815789474,0.870786517
NaiveBayesClassifier,1step,ngram1,negtnFalse,Neu,0.817721519,0.889807163
NaiveBayesClassifier,1step,ngram1,negtnFalse,Neu,0.818897638,0.896551724
NaiveBayesClassifier,1step,ngram1,negtnFalse,Neu,0.798245614,0.866666667
NaiveBayesClassifier,1step,ngram1,negtnFalse,Neu,0.81185567,0.877437326
NaiveBayesClassifier,1step,ngram1,negtnFalse,Neu,0.84,0.870165746
NaiveBayesClassifier,1step,ngram1,negtnTrue,Neu,0.821705426,0.878453039
NaiveBayesClassifier,1step,ngram1,negtnTrue,Neu,0.803921569,0.854166667
NaiveBayesClassifier,1step,ngram1,negtnTrue,Neu,0.837016575,0.880813953
NaiveBayesClassifier,1step,ngram1,negtnTrue,Neu,0.813895782,0.901098901
NaiveBayesClassifier,1step,ngram1,negtnTrue,Neu,0.823684211,0.8767507
NaiveBayesClassifier,1step,ngram1,negtnTrue,Neu,0.812658228,0.889196676
NaiveBayesClassifier,1step,ngram1,negtnTrue,Neu,0.82152231,0.894285714
NaiveBayesClassifier,1step,ngram1,negtnTrue,Neu,0.795321637,0.869009585
NaiveBayesClassifier,1step,ngram1,negtnTrue,Neu,0.81185567,0.875
NaiveBayesClassifier,1step,ngram1,negtnTrue,Neu,0.84,0.875
NaiveBayesClassifier,1step,ngram3,negtnFalse,Neu,0.857881137,0.912087912
NaiveBayesClassifier,1step,ngram3,negtnFalse,Neu,0.829131653,0.870588235
NaiveBayesClassifier,1step,ngram3,negtnFalse,Neu,0.867403315,0.897142857
NaiveBayesClassifier,1step,ngram3,negtnFalse,Neu,0.82630273,0.890374332
NaiveBayesClassifier,1step,ngram3,negtnFalse,Neu,0.844736842,0.884297521
NaiveBayesClassifier,1step,ngram3,negtnFalse,Neu,0.843037975,0.907356948
NaiveBayesClassifier,1step,ngram3,negtnFalse,Neu,0.850393701,0.907563025
NaiveBayesClassifier,1step,ngram3,negtnFalse,Neu,0.830409357,0.865853659
NaiveBayesClassifier,1step,ngram3,negtnFalse,Neu,0.845360825,0.906077348
NaiveBayesClassifier,1step,ngram3,negtnFalse,Neu,0.853333333,0.893854749
NaiveBayesClassifier,1step,ngram3,negtnTrue,Neu,0.842377261,0.898071625
NaiveBayesClassifier,1step,ngram3,negtnTrue,Neu,0.831932773,0.868421053
NaiveBayesClassifier,1step,ngram3,negtnTrue,Neu,0.850828729,0.89017341
NaiveBayesClassifier,1step,ngram3,negtnTrue,Neu,0.816377171,0.896457766
NaiveBayesClassifier,1step,ngram3,negtnTrue,Neu,0.85,0.897222222
NaiveBayesClassifier,1step,ngram3,negtnTrue,Neu,0.837974684,0.904371585
NaiveBayesClassifier,1step,ngram3,negtnTrue,Neu,0.850393701,0.905027933
NaiveBayesClassifier,1step,ngram3,negtnTrue,Neu,0.821637427,0.86996904
NaiveBayesClassifier,1step,ngram3,negtnTrue,Neu,0.835051546,0.892561983
NaiveBayesClassifier,1step,ngram3,negtnTrue,Neu,0.856,0.886740331
NaiveBayesClassifier,2step,ngram1,negtnFalse,Neu,0.81232493,0.855457227
NaiveBayesClassifier,2step,ngram1,negtnFalse,Neu,0.81232493,0.855457227
NaiveBayesClassifier,2step,ngram1,negtnFalse,Neu,0.81232493,0.855457227
NaiveBayesClassifier,2step,ngram1,negtnFalse,Neu,0.81232493,0.855457227
NaiveBayesClassifier,2step,ngram1,negtnFalse,Neu,0.81232493,0.855457227
NaiveBayesClassifier,2step,ngram1,negtnFalse,Neu,0.81232493,0.855457227
NaiveBayesClassifier,2step,ngram1,negtnFalse,Neu,0.81232493,0.855457227
NaiveBayesClassifier,2step,ngram1,negtnFalse,Neu,0.81232493,0.855457227
NaiveBayesClassifier,2step,ngram1,negtnFalse,Neu,0.81232493,0.855457227
NaiveBayesClassifier,2step,ngram1,negtnFalse,Neu,0.81232493,0.855457227
NaiveBayesClassifier,2step,ngram1,negtnTrue,Neu,0.820728291,0.834757835
NaiveBayesClassifier,2step,ngram1,negtnTrue,Neu,0.820728291,0.834757835
NaiveBayesClassifier,2step,ngram1,negtnTrue,Neu,0.820728291,0.834757835
NaiveBayesClassifier,2step,ngram1,negtnTrue,Neu,0.820728291,0.834757835
NaiveBayesClassifier,2step,ngram1,negtnTrue,Neu,0.820728291,0.834757835
NaiveBayesClassifier,2step,ngram1,negtnTrue,Neu,0.820728291,0.834757835
NaiveBayesClassifier,2step,ngram1,negtnTrue,Neu,0.820728291,0.834757835
NaiveBayesClassifier,2step,ngram1,negtnTrue,Neu,0.820728291,0.834757835
NaiveBayesClassifier,2step,ngram1,negtnTrue,Neu,0.820728291,0.834757835
NaiveBayesClassifier,2step,ngram1,negtnTrue,Neu,0.820728291,0.834757835
NaiveBayesClassifier,2step,ngram3,negtnFalse,Neu,0.845938375,0.845938375
NaiveBayesClassifier,2step,ngram3,negtnFalse,Neu,0.845938375,0.845938375
NaiveBayesClassifier,2step,ngram3,negtnFalse,Neu,0.845938375,0.845938375
NaiveBayesClassifier,2step,ngram3,negtnFalse,Neu,0.845938375,0.845938375
NaiveBayesClassifier,2step,ngram3,negtnFalse,Neu,0.845938375,0.845938375
NaiveBayesClassifier,2step,ngram3,negtnFalse,Neu,0.845938375,0.845938375
NaiveBayesClassifier,2step,ngram3,negtnFalse,Neu,0.845938375,0.845938375
NaiveBayesClassifier,2step,ngram3,negtnFalse,Neu,0.845938375,0.845938375
NaiveBayesClassifier,2step,ngram3,negtnFalse,Neu,0.845938375,0.845938375
NaiveBayesClassifier,2step,ngram3,negtnFalse,Neu,0.845938375,0.845938375
NaiveBayesClassifier,2step,ngram3,negtnTrue,Neu,0.845938375,0.82739726
NaiveBayesClassifier,2step,ngram3,negtnTrue,Neu,0.845938375,0.82739726
NaiveBayesClassifier,2step,ngram3,negtnTrue,Neu,0.845938375,0.82739726
NaiveBayesClassifier,2step,ngram3,negtnTrue,Neu,0.845938375,0.82739726
NaiveBayesClassifier,2step,ngram3,negtnTrue,Neu,0.845938375,0.82739726
NaiveBayesClassifier,2step,ngram3,negtnTrue,Neu,0.845938375,0.82739726
NaiveBayesClassifier,2step,ngram3,negtnTrue,Neu,0.845938375,0.82739726
NaiveBayesClassifier,2step,ngram3,negtnTrue,Neu,0.845938375,0.82739726
NaiveBayesClassifier,2step,ngram3,negtnTrue,Neu,0.845938375,0.82739726
NaiveBayesClassifier,2step,ngram3,negtnTrue,Neu,0.845938375,0.82739726
MaxentClassifier,1step,ngram1,negtnFalse,Pos,0.575757576,0.700819672
MaxentClassifier,1step,ngram1,negtnFalse,Pos,0.587248322,0.694444444
MaxentClassifier,1step,ngram1,negtnFalse,Pos,0.532915361,0.677290837
MaxentClassifier,1step,ngram1,negtnFalse,Pos,0.591240876,0.698275862
MaxentClassifier,1step,ngram1,negtnFalse,Pos,0.594684385,0.685823755
MaxentClassifier,1step,ngram1,negtnFalse,Pos,0.58,0.721991701
MaxentClassifier,1step,ngram1,negtnFalse,Pos,0.508361204,0.697247706
MaxentClassifier,1step,ngram1,negtnFalse,Pos,0.530944625,0.714912281
MaxentClassifier,1step,ngram1,negtnFalse,Pos,0.574394464,0.741071429
MaxentClassifier,1step,ngram1,negtnFalse,Pos,0.553691275,0.665322581
MaxentClassifier,1step,ngram1,negtnTrue,Pos,0.609427609,0.704280156
MaxentClassifier,1step,ngram1,negtnTrue,Pos,0.630872483,0.688644689
MaxentClassifier,1step,ngram1,negtnTrue,Pos,0.5830721,0.676363636
MaxentClassifier,1step,ngram1,negtnTrue,Pos,0.624087591,0.697959184
MaxentClassifier,1step,ngram1,negtnTrue,Pos,0.634551495,0.672535211
MaxentClassifier,1step,ngram1,negtnTrue,Pos,0.606666667,0.684210526
MaxentClassifier,1step,ngram1,negtnTrue,Pos,0.558528428,0.68442623
MaxentClassifier,1step,ngram1,negtnTrue,Pos,0.609120521,0.716475096
MaxentClassifier,1step,ngram1,negtnTrue,Pos,0.619377163,0.718875502
MaxentClassifier,1step,ngram1,negtnTrue,Pos,0.600671141,0.662962963
MaxentClassifier,1step,ngram3,negtnFalse,Pos,0.599326599,0.692607004
MaxentClassifier,1step,ngram3,negtnFalse,Pos,0.604026846,0.711462451
MaxentClassifier,1step,ngram3,negtnFalse,Pos,0.60815047,0.700361011
MaxentClassifier,1step,ngram3,negtnFalse,Pos,0.627737226,0.688
MaxentClassifier,1step,ngram3,negtnFalse,Pos,0.607973422,0.677777778
MaxentClassifier,1step,ngram3,negtnFalse,Pos,0.643333333,0.674825175
MaxentClassifier,1step,ngram3,negtnFalse,Pos,0.575250836,0.679841897
MaxentClassifier,1step,ngram3,negtnFalse,Pos,0.586319218,0.679245283
MaxentClassifier,1step,ngram3,negtnFalse,Pos,0.605536332,0.726141079
MaxentClassifier,1step,ngram3,negtnFalse,Pos,0.604026846,0.652173913
MaxentClassifier,1step,ngram3,negtnTrue,Pos,0.616161616,0.693181818
MaxentClassifier,1step,ngram3,negtnTrue,Pos,0.634228188,0.7
MaxentClassifier,1step,ngram3,negtnTrue,Pos,0.60815047,0.690391459
MaxentClassifier,1step,ngram3,negtnTrue,Pos,0.631386861,0.706122449
MaxentClassifier,1step,ngram3,negtnTrue,Pos,0.627906977,0.679856115
MaxentClassifier,1step,ngram3,negtnTrue,Pos,0.63,0.687272727
MaxentClassifier,1step,ngram3,negtnTrue,Pos,0.575250836,0.702040816
MaxentClassifier,1step,ngram3,negtnTrue,Pos,0.609120521,0.711026616
MaxentClassifier,1step,ngram3,negtnTrue,Pos,0.636678201,0.736
MaxentClassifier,1step,ngram3,negtnTrue,Pos,0.620805369,0.680147059
MaxentClassifier,2step,ngram1,negtnFalse,Pos,0.654362416,0.625
MaxentClassifier,2step,ngram1,negtnFalse,Pos,0.654362416,0.625
MaxentClassifier,2step,ngram1,negtnFalse,Pos,0.654362416,0.625
MaxentClassifier,2step,ngram1,negtnFalse,Pos,0.654362416,0.625
MaxentClassifier,2step,ngram1,negtnFalse,Pos,0.654362416,0.625
MaxentClassifier,2step,ngram1,negtnFalse,Pos,0.654362416,0.625
MaxentClassifier,2step,ngram1,negtnFalse,Pos,0.654362416,0.625
MaxentClassifier,2step,ngram1,negtnFalse,Pos,0.654362416,0.625
MaxentClassifier,2step,ngram1,negtnFalse,Pos,0.654362416,0.625
MaxentClassifier,2step,ngram1,negtnFalse,Pos,0.654362416,0.625
MaxentClassifier,2step,ngram1,negtnTrue,Pos,0.687919463,0.610119048
MaxentClassifier,2step,ngram1,negtnTrue,Pos,0.687919463,0.610119048
MaxentClassifier,2step,ngram1,negtnTrue,Pos,0.687919463,0.610119048
MaxentClassifier,2step,ngram1,negtnTrue,Pos,0.687919463,0.610119048
MaxentClassifier,2step,ngram1,negtnTrue,Pos,0.687919463,0.610119048
MaxentClassifier,2step,ngram1,negtnTrue,Pos,0.687919463,0.610119048
MaxentClassifier,2step,ngram1,negtnTrue,Pos,0.687919463,0.610119048
MaxentClassifier,2step,ngram1,negtnTrue,Pos,0.687919463,0.610119048
MaxentClassifier,2step,ngram1,negtnTrue,Pos,0.687919463,0.610119048
MaxentClassifier,2step,ngram1,negtnTrue,Pos,0.687919463,0.610119048
MaxentClassifier,2step,ngram3,negtnFalse,Pos,0.687919463,0.652866242
MaxentClassifier,2step,ngram3,negtnFalse,Pos,0.687919463,0.652866242
MaxentClassifier,2step,ngram3,negtnFalse,Pos,0.687919463,0.652866242
MaxentClassifier,2step,ngram3,negtnFalse,Pos,0.687919463,0.652866242
MaxentClassifier,2step,ngram3,negtnFalse,Pos,0.687919463,0.652866242
MaxentClassifier,2step,ngram3,negtnFalse,Pos,0.687919463,0.652866242
MaxentClassifier,2step,ngram3,negtnFalse,Pos,0.687919463,0.652866242
MaxentClassifier,2step,ngram3,negtnFalse,Pos,0.687919463,0.652866242
MaxentClassifier,2step,ngram3,negtnFalse,Pos,0.687919463,0.652866242
MaxentClassifier,2step,ngram3,negtnFalse,Pos,0.687919463,0.652866242
MaxentClassifier,2step,ngram3,negtnTrue,Pos,0.697986577,0.626506024
MaxentClassifier,2step,ngram3,negtnTrue,Pos,0.697986577,0.626506024
MaxentClassifier,2step,ngram3,negtnTrue,Pos,0.697986577,0.626506024
MaxentClassifier,2step,ngram3,negtnTrue,Pos,0.697986577,0.626506024
MaxentClassifier,2step,ngram3,negtnTrue,Pos,0.697986577,0.626506024
MaxentClassifier,2step,ngram3,negtnTrue,Pos,0.697986577,0.626506024
MaxentClassifier,2step,ngram3,negtnTrue,Pos,0.697986577,0.626506024
MaxentClassifier,2step,ngram3,negtnTrue,Pos,0.697986577,0.626506024
MaxentClassifier,2step,ngram3,negtnTrue,Pos,0.697986577,0.626506024
MaxentClassifier,2step,ngram3,negtnTrue,Pos,0.697986577,0.626506024
NaiveBayesClassifier,1step,ngram1,negtnFalse,Pos,0.589225589,0.643382353
NaiveBayesClassifier,1step,ngram1,negtnFalse,Pos,0.60738255,0.655797101
NaiveBayesClassifier,1step,ngram1,negtnFalse,Pos,0.617554859,0.661073826
NaiveBayesClassifier,1step,ngram1,negtnFalse,Pos,0.624087591,0.657692308
NaiveBayesClassifier,1step,ngram1,negtnFalse,Pos,0.637873754,0.662068966
NaiveBayesClassifier,1step,ngram1,negtnFalse,Pos,0.633333333,0.666666667
NaiveBayesClassifier,1step,ngram1,negtnFalse,Pos,0.585284281,0.641025641
NaiveBayesClassifier,1step,ngram1,negtnFalse,Pos,0.589576547,0.685606061
NaiveBayesClassifier,1step,ngram1,negtnFalse,Pos,0.640138408,0.672727273
NaiveBayesClassifier,1step,ngram1,negtnFalse,Pos,0.604026846,0.64516129
NaiveBayesClassifier,1step,ngram1,negtnTrue,Pos,0.64983165,0.658703072
NaiveBayesClassifier,1step,ngram1,negtnTrue,Pos,0.651006711,0.651006711
NaiveBayesClassifier,1step,ngram1,negtnTrue,Pos,0.667711599,0.647416413
NaiveBayesClassifier,1step,ngram1,negtnTrue,Pos,0.649635036,0.652014652
NaiveBayesClassifier,1step,ngram1,negtnTrue,Pos,0.681063123,0.642633229
NaiveBayesClassifier,1step,ngram1,negtnTrue,Pos,0.646666667,0.636065574
NaiveBayesClassifier,1step,ngram1,negtnTrue,Pos,0.595317726,0.609589041
NaiveBayesClassifier,1step,ngram1,negtnTrue,Pos,0.651465798,0.673400673
NaiveBayesClassifier,1step,ngram1,negtnTrue,Pos,0.660899654,0.649659864
NaiveBayesClassifier,1step,ngram1,negtnTrue,Pos,0.667785235,0.652459016
NaiveBayesClassifier,1step,ngram3,negtnFalse,Pos,0.636363636,0.653979239
NaiveBayesClassifier,1step,ngram3,negtnFalse,Pos,0.657718121,0.680555556
NaiveBayesClassifier,1step,ngram3,negtnFalse,Pos,0.661442006,0.680645161
NaiveBayesClassifier,1step,ngram3,negtnFalse,Pos,0.638686131,0.645756458
NaiveBayesClassifier,1step,ngram3,negtnFalse,Pos,0.667774086,0.681355932
NaiveBayesClassifier,1step,ngram3,negtnFalse,Pos,0.67,0.648387097
NaiveBayesClassifier,1step,ngram3,negtnFalse,Pos,0.635451505,0.655172414
NaiveBayesClassifier,1step,ngram3,negtnFalse,Pos,0.628664495,0.660958904
NaiveBayesClassifier,1step,ngram3,negtnFalse,Pos,0.647058824,0.6900369
NaiveBayesClassifier,1step,ngram3,negtnFalse,Pos,0.701342282,0.667731629
NaiveBayesClassifier,1step,ngram3,negtnTrue,Pos,0.676767677,0.654723127
NaiveBayesClassifier,1step,ngram3,negtnTrue,Pos,0.67114094,0.677966102
NaiveBayesClassifier,1step,ngram3,negtnTrue,Pos,0.689655172,0.681114551
NaiveBayesClassifier,1step,ngram3,negtnTrue,Pos,0.656934307,0.659340659
NaiveBayesClassifier,1step,ngram3,negtnTrue,Pos,0.684385382,0.668831169
NaiveBayesClassifier,1step,ngram3,negtnTrue,Pos,0.686666667,0.651898734
NaiveBayesClassifier,1step,ngram3,negtnTrue,Pos,0.62541806,0.656140351
NaiveBayesClassifier,1step,ngram3,negtnTrue,Pos,0.64495114,0.673469388
NaiveBayesClassifier,1step,ngram3,negtnTrue,Pos,0.698961938,0.696551724
NaiveBayesClassifier,1step,ngram3,negtnTrue,Pos,0.704697987,0.675241158
NaiveBayesClassifier,2step,ngram1,negtnFalse,Pos,0.604026846,0.659340659
NaiveBayesClassifier,2step,ngram1,negtnFalse,Pos,0.604026846,0.659340659
NaiveBayesClassifier,2step,ngram1,negtnFalse,Pos,0.604026846,0.659340659
NaiveBayesClassifier,2step,ngram1,negtnFalse,Pos,0.604026846,0.659340659
NaiveBayesClassifier,2step,ngram1,negtnFalse,Pos,0.604026846,0.659340659
NaiveBayesClassifier,2step,ngram1,negtnFalse,Pos,0.604026846,0.659340659
NaiveBayesClassifier,2step,ngram1,negtnFalse,Pos,0.604026846,0.659340659
NaiveBayesClassifier,2step,ngram1,negtnFalse,Pos,0.604026846,0.659340659
NaiveBayesClassifier,2step,ngram1,negtnFalse,Pos,0.604026846,0.659340659
NaiveBayesClassifier,2step,ngram1,negtnFalse,Pos,0.604026846,0.659340659
NaiveBayesClassifier,2step,ngram1,negtnTrue,Pos,0.627516779,0.656140351
NaiveBayesClassifier,2step,ngram1,negtnTrue,Pos,0.627516779,0.656140351
NaiveBayesClassifier,2step,ngram1,negtnTrue,Pos,0.627516779,0.656140351
NaiveBayesClassifier,2step,ngram1,negtnTrue,Pos,0.627516779,0.656140351
NaiveBayesClassifier,2step,ngram1,negtnTrue,Pos,0.627516779,0.656140351
NaiveBayesClassifier,2step,ngram1,negtnTrue,Pos,0.627516779,0.656140351
NaiveBayesClassifier,2step,ngram1,negtnTrue,Pos,0.627516779,0.656140351
NaiveBayesClassifier,2step,ngram1,negtnTrue,Pos,0.627516779,0.656140351
NaiveBayesClassifier,2step,ngram1,negtnTrue,Pos,0.627516779,0.656140351
NaiveBayesClassifier,2step,ngram1,negtnTrue,Pos,0.627516779,0.656140351
NaiveBayesClassifier,2step,ngram3,negtnFalse,Pos,0.634228188,0.679856115
NaiveBayesClassifier,2step,ngram3,negtnFalse,Pos,0.634228188,0.679856115
NaiveBayesClassifier,2step,ngram3,negtnFalse,Pos,0.634228188,0.679856115
NaiveBayesClassifier,2step,ngram3,negtnFalse,Pos,0.634228188,0.679856115
NaiveBayesClassifier,2step,ngram3,negtnFalse,Pos,0.634228188,0.679856115
NaiveBayesClassifier,2step,ngram3,negtnFalse,Pos,0.634228188,0.679856115
NaiveBayesClassifier,2step,ngram3,negtnFalse,Pos,0.634228188,0.679856115
NaiveBayesClassifier,2step,ngram3,negtnFalse,Pos,0.634228188,0.679856115
NaiveBayesClassifier,2step,ngram3,negtnFalse,Pos,0.634228188,0.679856115
NaiveBayesClassifier,2step,ngram3,negtnFalse,Pos,0.634228188,0.679856115
NaiveBayesClassifier,2step,ngram3,negtnTrue,Pos,0.644295302,0.683274021
NaiveBayesClassifier,2step,ngram3,negtnTrue,Pos,0.644295302,0.683274021
NaiveBayesClassifier,2step,ngram3,negtnTrue,Pos,0.644295302,0.683274021
NaiveBayesClassifier,2step,ngram3,negtnTrue,Pos,0.644295302,0.683274021
NaiveBayesClassifier,2step,ngram3,negtnTrue,Pos,0.644295302,0.683274021
NaiveBayesClassifier,2step,ngram3,negtnTrue,Pos,0.644295302,0.683274021
NaiveBayesClassifier,2step,ngram3,negtnTrue,Pos,0.644295302,0.683274021
NaiveBayesClassifier,2step,ngram3,negtnTrue,Pos,0.644295302,0.683274021
NaiveBayesClassifier,2step,ngram3,negtnTrue,Pos,0.644295302,0.683274021
NaiveBayesClassifier,2step,ngram3,negtnTrue,Pos,0.644295302,0.683274021